,Cluster Coefficient,Gamma,Node Degree
165,1.0,0.5,2
75,0.22727272727272727,0.875,12
19,0.15151515151515152,0.8666666666666667,12
225,0.06666666666666667,0.5,6
29,0.07862679955703211,0.8257884339678466,43
227,0.2,0.3333333333333333,6
104,0.06885245901639345,0.8530771176988569,61
33,0.24242424242424243,0.9436633426757745,33
64,0.04945201817695803,0.8450910465323779,87
247,0.0,0.0,1
234,0.0,0.0,3
251,0.3333333333333333,0.8075121846846036,9
260,0.3333333333333333,0.5,3
261,0.10714285714285714,0.3333333333333333,8
109,0.2857142857142857,0.875,7
177,0.12727272727272726,0.5141344410010529,11
271,1.0,0.5,2
274,0.09057971014492754,0.7073590429922364,24
141,0.1038961038961039,0.8137342961168124,22
296,0.26666666666666666,0.6482675827043134,6
180,0.13333333333333333,0.625,10
311,0.0,0.0,1
312,0.10256410256410256,0.523155237700427,13
308,0.21794871794871795,0.7957276645385256,13
304,0.08245877061469266,0.9321692304038388,116
139,0.5,1.0,4
324,0.4,0.8643567769390845,5
356,0.5,1.0,4
51,0.10967741935483871,0.8753872486908105,31
399,0.09803921568627451,0.75,18
438,1.0,0.5,2
442,0.0,0.0,1
144,0.0696969696969697,0.8191374429709826,45
320,0.26666666666666666,0.43217838846954226,6
464,0.2,0.6951941016011038,5
431,0.0,0.0,2
486,0.3333333333333333,0.0,4
416,0.08333333333333333,0.7333333333333333,16
505,0.0,0.0,1
421,0.13333333333333333,0.0,6
80,0.12105263157894737,0.7493682422809604,20
511,0.0,0.0,1
494,0.19444444444444445,0.7197882174014739,9
534,0.07272727272727272,0.21608919423477113,11
563,0.044444444444444446,0.6951941016011038,10
567,0.0,0.0,3
569,0.6666666666666666,0.6951941016011038,3
215,0.10902255639097744,0.9123018178356626,57
579,0.24761904761904763,0.8357505374822376,15
484,0.08262108262108261,0.7620142896942736,27
266,0.06842105263157895,0.7852173175123025,20
630,0.06403940886699508,0.7228112756603136,29
677,0.0,0.0,2
695,0.0,0.0,2
672,0.0,0.0,3
773,1.0,0.5,2
647,0.06666666666666667,0.7620142896942736,30
396,0.09090909090909091,0.625,12
353,0.12350692785475394,0.9507257968448778,92
9,0.0,0.0,1
545,0.0905608755129959,0.9185772763515304,86
626,0.05555555555555555,0.0,9
1134,0.0,0.0,3
197,0.3333333333333333,0.5,3
270,0.08503401360544217,0.8740267024012565,49
539,0.07509881422924901,0.7344642866109716,23
635,0.11764705882352941,0.9,34
522,0.14285714285714285,0.9152531111260557,36
882,0.10961538461538461,0.9282720060157634,65
861,0.08333333333333333,0.6666666666666666,9
1369,1.0,1.0,3
1010,0.1,0.5,5
309,0.16428571428571428,0.9420289855072463,56
1389,0.0,0.0,3
1162,0.03420523138832998,0.8245339809958083,71
1376,0.18181818181818182,0.8613463303302439,12
1447,0.6666666666666666,0.8643567769390845,4
540,0.11819727891156463,0.9086755301099222,49
112,0.07692307692307693,0.6837804082258285,26
1541,0.4222222222222222,0.9260636657268773,10
1557,0.2,0.863051526184498,16
134,0.20512820512820512,0.8520166495912562,13
350,0.1402116402116402,0.8614147907521427,28
1353,0.44871794871794873,0.9653382586386736,13
592,0.1344155844155844,0.918231912256544,56
1689,0.15714285714285714,0.8542450531734003,21
1690,0.14204545454545456,0.8816520599697244,33
57,0.16437177280550774,0.9598399320491229,84
1555,0.10316066725197541,0.911091022751492,68
36,0.05405405405405406,0.8412698412698413,37
1727,0.4,0.8643567769390845,5
1487,0.2773109243697479,0.9507681395624014,35
120,0.38095238095238093,0.9591179357841162,7
1749,0.0,0.0,1
1771,0.05630252100840336,0.888728495085352,85
1693,0.18797814207650274,0.9481819605702517,61
1677,0.19658119658119658,0.9225237221809124,27
1245,0.09365079365079365,0.9003456335625888,36
1281,0.08416130917592052,0.8871734465219978,59
1753,0.2692307692307692,0.8571428571428571,13
1802,0.11032863849765258,0.9300670143809487,72
823,0.17142857142857143,0.873015873015873,21
1714,0.22067363530778164,0.9416666666666667,42
1316,0.2731829573934837,0.9679724391856012,57
1860,0.10817307692307693,0.9176220456515461,65
1053,0.14627659574468085,0.9218596488324635,48
1201,0.13765822784810128,0.9476190476190476,80
1366,0.1717687074829932,0.9441983207302822,49
1944,0.6,0.875,5
1984,0.2857142857142857,0.8719253961673783,8
1656,0.2059800664451827,0.9369510887526856,43
1921,0.08170731707317073,0.8530647638812003,41
1701,0.11428571428571428,0.6998438933933232,15
1899,0.0618705035971223,0.925737623369711,140
2046,0.47619047619047616,0.9333333333333333,7
446,0.15019762845849802,0.8686812280762121,23
905,0.04884404388714734,0.9540403200219956,320
2123,0.2777777777777778,0.8,9
2124,0.32105263157894737,0.9235505849564408,20
2142,0.16176470588235295,0.8412955020468487,17
2173,0.11146881287726358,0.9283763578752735,71
1967,0.1853061224489796,0.9463499223604945,50
2096,0.5,0.9015129919331684,8
2322,0.10227272727272728,0.8342287218632718,33
729,0.15726817042606517,0.9392825524858834,57
2341,0.8333333333333334,0.9526171589037318,4
1585,0.11843711843711843,0.9495379069423846,91
171,0.07058001397624039,0.8223045853616955,54
143,0.12681159420289856,0.8508066008340852,24
492,0.06390977443609022,0.8561988002409471,57
2410,0.4,0.8643567769390845,5
2471,1.0,1.0,3
241,0.17857142857142858,0.9526171589037318,8
2711,0.10714285714285714,0.3333333333333333,8
2214,0.2548780487804878,0.9495053587582468,41
2484,0.22807017543859648,0.8885121598169874,19
2176,0.1500302480338778,0.9297935489600039,58
2731,0.1111111111111111,0.8643567769390845,9
2761,0.6666666666666666,0.6951941016011038,3
125,0.3888888888888889,0.9015129919331684,9
1815,0.21959183673469387,0.9527517117119715,50
1217,0.034710269650028686,0.8099652545140845,84
3417,0.1,0.5,5
330,0.2,0.6803750585205864,10
1620,0.11470985155195682,0.8628843987165435,39
3366,0.10482180293501048,0.9107911065654252,54
3719,0.10348101265822784,0.936422503661789,80
3830,0.14285714285714285,0.6666666666666666,7
2303,0.14193548387096774,0.9,31
1508,0.13911290322580644,0.8668541872217194,32
192,0.2826086956521739,0.9230769230769231,24
2045,0.06646471846044191,0.9460367086763231,184
2125,0.015944321417273016,0.9233598463784437,436
1565,0.11633986928104575,0.9591819198717455,136
4458,0.23034330011074197,0.9541941400309474,43
3527,0.06923076923076923,0.8548269619092784,40
159,0.05698005698005698,0.7540179074050124,27
1953,0.02435522740091268,0.8925909646153113,198
2388,0.06071715997496199,0.9484180914097764,212
2266,0.02502579979360165,0.8253043436161054,153
2835,0.13318112633181126,0.9464550657489493,73
2296,0.045112781954887216,0.9281653746770026,210
2252,0.11923076923076924,0.87865968190911,40
2175,0.2857142857142857,0.875,7
481,0.1567489114658926,0.9349676958889752,53
4559,0.053268765133171914,0.8956519124867403,119
4172,0.03527514142783674,0.9296009871546365,293
703,0.0,0.0,3
4857,0.10606060606060606,0.6169613292012633,12
5418,0.0,0.0,1
4291,0.08787897809302618,0.9590099307117503,179
3040,0.17273954116059378,0.9186103335781876,39
3319,0.32105263157894737,0.9326050024560139,20
1396,0.06697946416428668,0.9464381943051146,172
3919,0.16748768472906403,0.8964091607672351,29
1615,0.061128526645768025,0.8993836116079809,88
4921,0.2215909090909091,0.9257783677559096,33
5506,0.3138138138138138,0.9646168498790677,37
3452,0.14427860696517414,0.9391797181176404,67
5524,0.3611111111111111,0.8342933998568214,9
1939,0.18095238095238095,0.8986357531822883,21
3878,0.1080701754385965,0.9311371323502398,76
2658,0.16596194503171247,0.9365293373207815,44
5636,0.2857142857142857,0.75,7
3572,0.31152204836415365,0.9626335458694586,38
5482,0.39316239316239315,0.9734268760568847,27
5515,0.5,0.9158999402072681,9
5689,0.13333333333333333,0.6951941016011038,6
892,0.09523809523809523,0.6951941016011038,7
5508,0.24420677361853832,0.9457479111781886,34
1052,0.16911250873515024,0.9382564037141221,54
5925,1.0,0.5,2
4205,0.11586452762923351,0.846831203188181,34
5955,0.4642857142857143,0.8833694822013403,8
97,0.0,0.0,4
70,0.26666666666666666,0.6482675827043134,6
239,0.10909090909090909,0.5,11
297,0.3333333333333333,0.5,3
93,0.06666666666666667,0.43596269808368915,16
1453,0.22727272727272727,0.8333333333333334,12
2141,0.07386363636363637,0.7865517480347102,33
26,0.045454545454545456,0.6666666666666666,12
66,0.0,0.0,1
72,0.10606060606060606,0.8226151056016845,12
87,0.0,0.0,2
282,0.0,0.0,6
352,0.0,0.0,2
466,0.0,0.0,2
423,0.0,0.0,7
319,0.0,0.0,9
45,0.05128205128205128,0.6482675827043134,13
538,0.1111111111111111,0.43217838846954226,9
1246,0.0,0.0,1
908,0.03569023569023569,0.7353540896664632,55
1257,0.08187134502923976,0.766286043143193,19
713,0.0,0.0,1
935,0.19047619047619047,0.8643567769390845,7
1664,0.5333333333333333,0.8719253961673783,6
2145,0.0,0.0,2
1992,0.3333333333333333,0.5,3
2198,0.10140056022408964,0.9245061662534773,85
2344,0.13054187192118227,0.8824249075997559,29
189,0.3333333333333333,0.5,3
2470,0.3,0.6666666666666666,5
2998,0.0,0.0,2
3204,0.3090909090909091,0.8680665431329371,11
3445,0.046031746031746035,0.6015902287060055,36
3699,0.12313725490196079,0.923005447973189,51
5014,0.3333333333333333,0.5,3
4852,0.2222222222222222,0.7333333333333333,10
5498,0.0,0.0,1
217,0.16666666666666666,0.5,4
269,0.2,0.6666666666666666,6
397,0.1,0.5,5
1220,0.0,0.0,2
439,0.0,0.0,7
361,0.13654618473895583,0.9515104912269073,84
16,0.0,0.0,1
200,0.19444444444444445,0.6169613292012633,9
518,0.0,0.0,5
594,0.5,0.6666666666666666,4
605,0.16666666666666666,0.5,4
612,0.0,0.0,1
619,1.0,0.5,2
620,0.6666666666666666,0.6951941016011038,3
593,0.3333333333333333,0.6951941016011038,4
491,0.05263157894736842,0.6,20
741,0.0,0.0,2
742,0.058823529411764705,0.5291806010715673,18
751,0.0,0.0,2
765,0.0,0.0,1
862,0.09090909090909091,0.4763085794518659,11
775,0.040719196192490745,0.8009625292791477,62
699,0.0,0.0,2
887,0.0,0.0,1
199,0.13333333333333333,0.6951941016011038,6
1222,0.25757575757575757,0.9042359824301428,12
1223,1.0,0.5,2
1226,0.1,0.5,5
621,0.1388888888888889,0.7938476324197765,9
468,0.05478750640040963,0.8397753031896236,63
1533,1.0,0.5,2
1537,0.0,0.0,1
1794,0.0,0.0,4
1833,0.3333333333333333,0.5,3
493,0.11904761904761904,0.77809494729146,21
1744,0.04590892262125139,0.8543908724889288,74
1902,0.0,0.0,2
1909,0.0,0.0,2
1910,0.0,0.0,1
1923,0.1,0.5,5
1937,0.4090909090909091,0.9103808109386684,12
1986,0.06666666666666667,0.5,6
1990,0.2222222222222222,0.8719253961673783,9
3598,0.0865546218487395,0.9331201465127006,85
2006,0.3,0.6666666666666666,5
2011,0.0,0.0,2
2030,0.1895424836601307,0.8422263201884078,18
2014,0.3333333333333333,0.6350781059358213,6
591,0.0,0.0,4
2071,0.6,0.875,5
2108,1.0,0.5,2
616,0.09523809523809523,0.6951941016011038,7
1412,0.17142857142857143,0.8888888888888888,21
1394,0.23333333333333334,0.8541666666666666,16
1593,0.5,0.7938476324197765,5
2158,0.25735294117647056,0.8998915970360517,17
546,0.04622345979812043,0.9178541199195063,170
2016,0.2,0.6666666666666666,6
1204,0.3142857142857143,0.889112198200886,15
1754,0.2647058823529412,0.873015873015873,17
2207,0.0,0.0,1
1044,0.4835164835164835,0.9474321995821974,14
2063,0.17794486215538846,0.9491191128725619,57
1998,0.16911764705882354,0.8527293791472998,17
2229,0.20476190476190476,0.9053583968611201,21
2261,0.2,0.6666666666666666,6
2048,0.1,0.5,5
1788,0.2222222222222222,0.9136130157353264,19
2224,0.2,0.6951941016011038,5
1991,0.10476190476190476,0.8141569374646922,21
1527,0.3333333333333333,0.7938476324197765,6
2221,0.6,0.9071667446941153,6
1922,0.12477718360071301,0.869515623205916,34
342,0.1871345029239766,0.8651081827129923,19
1757,0.32051282051282054,0.8959881211234993,13
2411,0.1,0.5,5
2419,0.18681318681318682,0.7957276645385256,14
1890,0.36666666666666664,0.9427258087975808,21
710,0.05665024630541872,0.7235279580643756,29
2555,1.0,0.5,2
2557,0.0,0.0,1
2552,0.3157894736842105,0.9269208020703019,19
2566,0.358974358974359,0.9166666666666666,13
1675,0.11851851851851852,0.904632837971722,55
2589,0.2,0.6666666666666666,6
2615,0.0,0.0,1
1886,0.14285714285714285,0.3333333333333333,7
1916,0.14285714285714285,0.8857243219782885,28
2194,0.11508771929824561,0.9350948548399984,76
2607,0.6666666666666666,0.6951941016011038,3
2310,0.17777777777777778,0.6975403169339026,10
25,0.06479140328697851,0.9141946822244649,113
2962,0.35294117647058826,0.9452756408742373,17
791,0.1,0.5,5
606,0.058823529411764705,0.6103477773171648,17
2498,0.15656565656565657,0.9250184021525797,45
3029,0.08888888888888889,0.8643567769390845,10
2784,0.17391304347826086,0.8706133725890463,23
3434,0.0,0.0,1
2961,0.31666666666666665,0.8986357531822883,16
3453,0.7,0.9254419938018951,5
2392,0.2789473684210526,0.9244451412949823,20
3219,0.11170212765957446,0.8955187653455662,48
3483,0.0,0.0,2
3472,0.0,0.0,2
1629,0.11233766233766233,0.9146746070180181,56
3624,0.35714285714285715,0.8666666666666667,8
160,0.047619047619047616,0.5,7
3628,0.5,0.6666666666666666,4
2897,0.0700280112044818,0.9116940848279522,85
3923,0.15555555555555556,0.7197882174014739,10
3642,0.09102564102564102,0.856659029630196,40
1334,0.06592292089249494,0.9479883092377469,204
4124,0.6,0.875,5
3120,0.3,0.6666666666666666,5
3465,0.18452380952380953,0.9499314999669125,49
910,0.0,0.0,3
2512,0.6666666666666666,0.6951941016011038,3
3649,0.08944658944658945,0.9386452599316224,112
2839,0.15555555555555556,0.8226151056016845,10
4236,0.09941520467836257,0.7595582252413199,19
4264,0.3333333333333333,0.5,3
3405,0.2,0.6951941016011038,5
3185,0.6388888888888888,0.9560905160136393,9
2618,0.0,0.0,3
4301,0.05413105413105413,0.7025310567583207,27
4238,0.18681318681318682,0.7957276645385256,14
4360,0.27205882352941174,0.8939145927644159,17
3545,0.15126050420168066,0.885146100891646,35
4515,0.21714285714285714,0.9519511394921883,50
4384,0.0,0.0,3
705,0.17647058823529413,0.863051526184498,17
5718,0.0,0.0,2
5913,0.0,0.0,1
4532,0.08298368298368299,0.9179342593573181,66
5917,0.42857142857142855,0.8315695159696057,7
5972,0.0,0.0,1
5973,0.0,0.0,1
5984,0.0,0.0,1
4608,0.2,0.8315695159696057,10
1128,0.09523809523809523,0.6951941016011038,7
53,0.0,0.0,2
55,0.0,0.0,1
28,0.10909090909090909,0.5,11
89,1.0,0.5,2
88,0.10714285714285714,0.6666666666666666,8
122,1.0,0.5,2
116,0.0,0.0,1
133,0.0,0.0,2
137,1.0,0.5,2
161,0.3333333333333333,0.5,3
175,0.0,0.0,1
184,0.12615384615384614,0.86979546495996,26
185,0.0,0.0,2
188,0.0,0.0,2
195,0.0,0.0,1
207,0.047619047619047616,0.5,7
210,0.0,0.0,1
206,0.125,0.7916666666666666,16
212,0.47619047619047616,0.8666666666666667,7
179,0.19047619047619047,0.43217838846954226,7
232,0.0,0.0,1
235,0.054945054945054944,0.6350781059358213,14
222,0.038461538461538464,0.3333333333333333,13
153,0.5333333333333333,0.8719253961673783,6
243,0.14102564102564102,0.7150088336189536,13
240,0.5,1.0,4
285,0.3333333333333333,0.7938476324197765,6
294,0.0,0.0,1
272,0.09090909090909091,0.625,12
254,0.26666666666666666,0.6482675827043134,6
314,0.0,0.0,2
249,0.04736842105263158,0.755972287245096,20
108,0.3333333333333333,0.7938476324197765,6
228,0.05714285714285714,0.5,15
326,0.0,0.0,1
354,0.0,0.0,1
310,0.2777777777777778,0.8,9
368,0.0,0.0,1
358,1.0,0.5,2
393,0.13636363636363635,0.6803750585205864,12
345,0.0,0.0,4
155,0.3333333333333333,0.5,3
293,0.3333333333333333,0.8226151056016845,7
410,0.19047619047619047,0.43217838846954226,7
418,0.06593406593406594,0.5,14
429,0.0,0.0,1
365,0.0,0.0,3
449,0.2,0.6951941016011038,5
460,0.2,0.6951941016011038,5
473,0.0,0.0,1
424,0.6666666666666666,0.6951941016011038,3
378,0.15555555555555556,0.7197882174014739,10
440,0.0,0.0,2
489,0.06666666666666667,0.3333333333333333,10
447,0.6666666666666666,0.6951941016011038,3
383,0.029239766081871343,0.6350781059358213,19
472,0.17142857142857143,0.7462888401688851,15
498,0.3333333333333333,0.5,3
386,0.18181818181818182,0.8,11
203,0.1111111111111111,0.6350781059358213,10
548,0.1,0.5,5
480,0.1,0.7536780390389635,16
547,0.125,0.7595582252413199,17
322,0.19696969696969696,0.8833694822013403,12
584,0.0,0.0,1
551,1.0,0.5,2
405,0.06190476190476191,0.7361412351677836,21
113,0.07897793263646923,0.856030369741684,42
643,0.3333333333333333,0.6951941016011038,4
655,0.0,0.0,3
656,0.3333333333333333,0.5,3
419,0.0,0.0,8
650,0.08888888888888889,0.6482675827043134,10
193,1.0,0.5,2
351,0.3333333333333333,0.5,3
666,0.16666666666666666,0.5,4
639,0.0,0.0,2
709,0.16666666666666666,0.5,4
725,0.042735042735042736,0.5833333333333334,27
733,0.022222222222222223,0.5,10
640,0.17857142857142858,0.6350781059358213,8
878,0.0,0.0,1
753,0.3333333333333333,0.6951941016011038,4
792,0.3333333333333333,0.5,3
906,0.15555555555555556,0.7197882174014739,10
948,0.16666666666666666,0.5,4
129,0.26666666666666666,0.6482675827043134,6
963,0.0,0.0,6
964,0.0,0.0,1
417,0.08888888888888889,0.6482675827043134,10
838,0.3111111111111111,0.8564373423365099,10
931,0.4,0.875,6
1041,0.0,0.0,1
881,0.0,0.0,1
533,0.1,0.5921756021020427,16
945,1.0,0.5,2
209,0.034408602150537634,0.7745605905375057,31
1166,0.0,0.0,4
1098,0.05,0.375,16
1011,0.3333333333333333,0.5,3
1335,0.0,0.0,1
1268,0.14285714285714285,0.8333333333333334,15
152,0.10909090909090909,0.75,11
283,0.0761904761904762,0.6975403169339026,15
1413,0.3,0.6666666666666666,5
1428,0.0,0.0,1
1034,0.14545454545454545,0.523155237700427,11
465,0.26373626373626374,0.9616859863198691,14
1525,0.6071428571428571,0.9404054217273484,8
1596,0.38095238095238093,0.7847328565506405,7
1665,0.0,0.0,3
1702,0.6666666666666666,0.8643567769390845,4
1686,0.12727272727272726,0.6169613292012633,11
1858,0.0,0.0,1
1982,0.0,0.0,2
2044,0.13636363636363635,0.755972287245096,12
2097,0.3333333333333333,0.7938476324197765,6
2205,0.08888888888888889,0.21608919423477113,10
2319,0.3333333333333333,0.5,3
2404,0.10945273631840796,0.9252551602446424,67
2378,0.054354178842782,0.8262892372920108,59
2397,0.14184397163120568,0.934999405536801,48
2533,0.0,0.0,1
2231,0.25757575757575757,0.8318971038357313,12
3050,0.5,0.6666666666666666,4
2174,0.35947712418300654,0.9393939393939394,18
2943,0.45054945054945056,0.9388268510678932,14
3161,0.20923076923076922,0.9367879517927862,26
2291,0.38095238095238093,0.8719253961673783,7
4946,0.0,0.0,1
5428,0.6666666666666666,0.6951941016011038,3
5429,1.0,0.5,2
5432,0.1,0.5,5
284,0.08888888888888889,0.43217838846954226,10
257,0.012541993281075027,0.5946175814133533,95
467,0.3333333333333333,0.6951941016011038,4
490,0.0,0.0,3
506,0.16666666666666666,0.5,4
618,0.0,0.0,1
777,0.06666666666666667,0.6103477773171648,16
801,0.08888888888888889,0.43217838846954226,10
4244,0.08974358974358974,0.7197882174014739,13
2877,0.024875621890547265,0.5858585858585859,67
375,0.0,0.0,4
1277,0.12121212121212122,0.6103477773171648,12
1859,0.05128205128205128,0.43217838846954226,13
3744,0.1006060606060606,0.9347088038390586,100
3784,0.0,0.0,2
3756,0.32941176470588235,0.9604656784952956,35
3757,0.3465909090909091,0.9614209190280921,33
3759,0.36088709677419356,0.9628661320163812,32
3760,0.3493761140819964,0.9631560585471032,34
2840,0.05555555555555555,0.6951941016011038,9
69,0.1111111111111111,0.6482675827043134,9
263,1.0,0.5,2
231,0.0,0.0,5
527,0.0,0.0,2
686,1.0,0.5,2
941,0.0,0.0,3
1218,1.0,0.5,2
1219,0.6666666666666666,0.6951941016011038,3
1962,0.0,0.0,3
2822,0.24367816091954023,0.9444923006488325,30
363,0.16025641025641027,0.9200588352291068,40
427,0.03333333333333333,0.21608919423477113,16
644,0.0641025641025641,0.0,13
788,0.1,0.5,5
786,0.06666666666666667,0.6666666666666666,10
1618,0.4,0.75,6
1809,0.0,0.0,9
1528,0.17142857142857143,0.9143357558128632,35
2080,0.08187134502923976,0.7212103935465347,19
1639,0.20797720797720798,0.9070015116683879,27
1878,0.23809523809523808,0.7938476324197765,7
1829,0.3333333333333333,0.9227111957933178,12
2192,0.28888888888888886,0.8342933998568214,10
2523,0.0,0.0,2
2328,0.1365079365079365,0.8902886822683085,36
2812,0.2777777777777778,0.8,9
2859,0.054945054945054944,0.6350781059358213,14
2635,0.03983656792645557,0.8338171658036881,89
2940,0.08333333333333333,0.6666666666666666,9
2942,0.09079516974253816,0.9474939411510684,133
2845,0.0,0.0,5
3045,0.10714285714285714,0.6666666666666666,8
3190,0.0,0.0,5
2763,0.1827956989247312,0.9012348164372789,31
3233,0.14166666666666666,0.7595582252413199,16
3335,0.2545454545454545,0.9015129919331684,11
3250,0.0,0.0,4
3236,0.2857142857142857,0.625,7
3703,0.3,1.0,5
3828,0.0953989703989704,0.9408735106044848,112
3856,0.3333333333333333,0.6951941016011038,4
3659,1.0,0.5,2
3916,0.06594594594594595,0.8748064218183541,75
4163,0.07526881720430108,0.7689982738308078,31
3981,0.35555555555555557,0.8907446791181316,10
3429,0.18937198067632852,0.9470137782362579,46
4573,0.0,0.0,5
4315,0.05405405405405406,0.7189086025458307,38
4363,0.13538461538461538,0.8322039590924707,26
2165,0.1541501976284585,0.8885121598169874,23
4791,0.19696969696969696,0.8833694822013403,12
625,0.2134387351778656,0.9063225620242952,23
3837,0.12727272727272726,0.9254907378217975,56
3838,1.0,0.5,2
3746,0.04329004329004329,0.6,22
4592,0.22631578947368422,0.9053583968611201,20
4838,0.2222222222222222,0.8719253961673783,9
5025,0.18,0.8754252019552852,25
5013,0.12666666666666668,0.8537039655231738,25
4758,0.3333333333333333,0.5,3
1731,0.1294997662459093,0.9551208530411115,93
5522,0.0,0.0,3
1746,0.17786561264822134,0.875,23
4365,0.19227053140096617,0.9349908591019918,46
680,0.0,0.0,8
780,0.04395604395604396,0.21608919423477113,14
1863,0.0,0.0,1
1985,0.0,0.0,1
2130,0.0,0.0,1
2128,0.0,0.0,3
804,0.10909090909090909,0.375,11
374,0.24242424242424243,0.813288620064381,12
52,0.0,0.0,1
302,0.0,0.0,1
328,0.3333333333333333,0.5,3
347,0.03571428571428571,0.5,8
186,0.06060606060606061,0.43217838846954226,12
476,0.023391812865497075,0.21608919423477113,19
256,0.047619047619047616,0.7151428827243708,36
411,0.3333333333333333,0.5,3
829,0.0,0.0,2
784,0.0,0.0,4
891,1.0,0.5,2
1172,0.0,0.0,1
