Cluster	Id
-1	5955
22	97
14	70
-1	239
13	297
-1	93
-1	1453
-1	2141
-1	26
7	66
-1	72
2	87
23	282
2	352
2	466
24	423
-1	319
-1	45
-1	538
7	1246
-1	908
-1	1257
7	713
-1	935
-1	1664
2	2145
13	1992
-1	2198
-1	2344
13	189
25	2470
2	2998
-1	3204
-1	3445
-1	3699
13	5014
-1	4852
7	5498
1	217
26	269
18	397
2	1220
24	439
-1	361
7	16
-1	200
27	518
28	594
1	605
7	612
10	619
17	620
8	593
-1	491
2	741
-1	742
2	751
7	765
-1	862
-1	775
2	699
7	887
5	199
-1	1222
10	1223
18	1226
-1	621
-1	468
10	1533
7	1537
22	1794
13	1833
-1	493
-1	1744
2	1902
2	1909
7	1910
18	1923
-1	1937
3	1986
-1	1990
-1	3598
25	2006
2	2011
-1	2030
-1	2014
22	591
20	2071
10	2108
9	616
-1	1412
-1	1394
29	1593
-1	2158
-1	546
26	2016
-1	1204
-1	1754
7	2207
-1	1044
-1	2063
-1	1998
-1	2229
26	2261
18	2048
-1	1788
6	2224
-1	1991
11	1527
-1	2221
-1	1922
-1	342
-1	1757
18	2411
-1	2419
-1	1890
-1	710
10	2555
7	2557
-1	2552
-1	2566
-1	1675
26	2589
7	2615
-1	1886
-1	1916
-1	2194
17	2607
-1	2310
-1	25
-1	2962
18	791
-1	606
-1	2498
-1	3029
-1	2784
7	3434
-1	2961
30	3453
-1	2392
-1	3219
2	3483
2	3472
-1	1629
-1	3624
31	160
28	3628
-1	2897
-1	3923
-1	3642
-1	1334
20	4124
25	3120
-1	3465
12	910
17	2512
-1	3649
-1	2839
-1	4236
13	4264
6	3405
-1	3185
12	2618
-1	4301
-1	4238
-1	4360
-1	3545
-1	4515
12	4384
-1	705
2	5718
7	5913
-1	4532
-1	5917
7	5972
7	5973
7	5984
-1	4608
9	1128
2	53
7	55
-1	28
10	89
-1	88
10	122
7	116
2	133
10	137
13	161
7	175
-1	184
2	185
2	188
7	195
31	207
7	210
-1	206
-1	212
-1	179
7	232
-1	235
-1	222
-1	153
-1	243
15	240
11	285
7	294
-1	272
14	254
2	314
-1	249
11	108
-1	228
7	326
7	354
-1	310
7	368
10	358
-1	393
22	345
13	155
-1	293
-1	410
-1	418
7	429
12	365
6	449
6	460
7	473
17	424
-1	378
2	440
-1	489
17	447
-1	383
-1	472
13	498
-1	386
-1	203
18	548
-1	480
-1	547
-1	322
7	584
10	551
-1	405
-1	113
8	643
12	655
13	656
32	419
-1	650
10	193
13	351
1	666
2	639
1	709
-1	725
-1	733
-1	640
7	878
8	753
13	792
-1	906
1	948
14	129
23	963
7	964
-1	417
-1	838
-1	931
7	1041
7	881
-1	533
10	945
-1	209
22	1166
-1	1098
13	1011
7	1335
-1	1268
-1	152
-1	283
25	1413
7	1428
-1	1034
-1	465
-1	1525
-1	1596
12	1665
19	1702
-1	1686
7	1858
2	1982
-1	2044
11	2097
-1	2205
13	2319
-1	2404
-1	2378
-1	2397
7	2533
-1	2231
28	3050
-1	2174
-1	2943
-1	3161
-1	2291
7	4946
17	5428
10	5429
18	5432
-1	284
-1	257
8	467
12	490
1	506
7	618
-1	777
-1	801
-1	4244
-1	2877
22	375
-1	1277
-1	1859
-1	3744
2	3784
-1	3756
-1	3757
-1	3759
-1	3760
-1	2840
-1	69
10	263
27	231
2	527
10	686
12	941
10	1218
17	1219
12	1962
-1	2822
-1	363
-1	427
-1	644
18	788
-1	786
-1	1618
-1	1809
-1	1528
-1	2080
-1	1639
-1	1878
-1	1829
-1	2192
2	2523
-1	2328
-1	2812
-1	2859
-1	2635
-1	2940
-1	2942
27	2845
-1	3045
27	3190
-1	2763
-1	3233
-1	3335
22	3250
-1	3236
-1	3703
-1	3828
8	3856
10	3659
-1	3916
-1	4163
-1	3981
-1	3429
27	4573
-1	4315
-1	4363
-1	2165
-1	4791
-1	625
-1	3837
10	3838
-1	3746
-1	4592
-1	4838
-1	5025
-1	5013
13	4758
-1	1731
12	5522
-1	1746
-1	4365
32	680
-1	780
7	1863
7	1985
7	2130
12	2128
-1	804
-1	374
7	52
7	302
13	328
4	347
-1	186
-1	476
-1	256
13	411
2	829
22	784
10	891
7	1172
-1	1846
-1	2755
-1	4197
-1	2625
7	65
7	79
33	246
12	248
7	267
2	371
2	458
7	528
-1	387
-1	390
7	836
18	795
-1	894
18	975
7	976
1	950
10	1030
12	1112
7	1136
7	1137
-1	923
1	1090
7	1294
-1	1295
17	1299
8	380
7	1305
7	1314
-1	95
10	1337
18	1328
7	1361
13	1362
7	1382
22	1393
7	1405
1	1406
7	1414
12	1426
2	1432
7	1434
12	1338
7	1440
10	1441
2	1356
7	1445
6	1439
1	1417
10	1446
7	1450
-1	1451
7	1452
7	1459
7	1460
7	1474
15	1463
-1	1478
-1	1482
7	1483
7	1484
-1	1486
10	1288
-1	1437
7	1497
7	1498
7	1505
2	1506
19	1469
-1	1517
7	1523
7	1534
-1	1539
7	1540
7	1547
-1	1548
33	1544
7	1552
7	1558
7	1560
7	1561
7	1581
2	873
7	1594
7	1601
29	1605
0	1492
7	1613
2	1597
2	1515
-1	1348
7	1627
2	1625
7	1640
13	1644
17	1651
21	1654
20	1655
28	1672
-1	1657
7	1649
7	1678
7	1691
7	1694
7	1699
7	1709
2	1721
2	1724
7	1732
-1	1733
7	1734
10	1741
1	1755
12	1784
2	1786
-1	1765
7	1796
12	1797
7	1795
-1	1800
-1	1806
-1	1095
7	1812
13	1808
10	1823
17	1834
7	1836
8	1838
2	1857
7	1869
25	1879
-1	1894
2	1884
7	1897
13	1900
17	1907
7	1926
19	1918
7	1928
-1	1933
-1	1951
25	1957
10	1958
10	1959
10	1960
-1	1964
2	1898
-1	1653
8	1977
-1	1912
2	1970
1	1978
7	1983
17	1814
-1	1981
1	1993
7	2005
-1	1973
-1	2004
7	2025
7	2029
7	2039
17	2065
-1	2070
7	2074
-1	2087
9	2089
7	2109
17	2052
10	2129
10	2117
7	2170
22	2121
7	2172
7	2177
7	2190
7	2191
7	2215
0	1720
7	2247
7	2248
7	2264
7	2302
7	2314
-1	2299
-1	1562
13	2334
7	2340
16	2359
-1	2110
2	2390
10	2393
-1	2315
-1	2398
2	2356
28	2408
10	2428
7	2432
10	2433
2	2446
11	2449
7	2450
-1	2464
2	2463
10	2453
7	2481
7	2482
10	2483
1	2495
-1	2496
7	2506
7	2509
8	2521
7	2527
2	2513
7	2528
17	2531
-1	2304
7	2547
7	2551
-1	2558
7	2577
7	2579
-1	2594
7	2595
7	2596
7	2530
12	1645
7	2613
18	2614
7	2616
-1	2538
19	2646
7	2653
2	2655
2	2663
-1	2118
7	2687
7	1781
2	2587
7	2715
-1	2726
13	2723
-1	2600
2	2769
25	2312
7	2773
-1	2647
-1	2775
7	2786
-1	2789
7	2791
7	2797
-1	2780
-1	2803
14	2654
17	2609
34	2819
7	2820
2	2818
10	2448
7	2785
2	2379
-1	2829
7	2834
2	2844
2	2872
2	2909
7	2927
11	2928
7	2947
2	2971
7	2972
7	2899
10	2976
2	2982
7	2983
7	2985
7	2986
7	2989
13	2772
7	2990
-1	2725
2	2980
10	3008
-1	3006
2	3021
7	2183
17	2563
7	3028
-1	415
-1	3037
2	3041
7	3051
7	3053
0	1462
7	3064
10	3067
-1	2963
-1	2777
7	3095
-1	3105
28	3106
13	3110
7	3117
7	3118
7	3124
7	3128
25	2476
-1	3107
2	3137
13	3155
-1	3113
7	3156
7	3176
2	3175
2	3163
7	3177
2	3178
7	3179
-1	2710
2	3199
7	3200
7	2526
13	3211
7	3212
7	3213
-1	3214
2	3227
7	3228
7	3266
12	3269
13	3283
7	3284
-1	3270
13	3274
-1	436
2	3304
7	3305
7	3324
7	3325
1	3209
7	3334
7	3362
22	3363
7	3364
1	3296
7	3393
1	3385
7	3407
-1	3413
-1	2767
13	3412
7	3424
7	3426
-1	3316
13	3435
7	3170
7	3446
7	3447
-1	2333
13	3448
7	3457
2	3458
7	3480
12	3486
2	3494
14	3489
12	3328
7	3507
2	3508
2	3514
8	3526
27	3506
15	3515
7	3532
26	3533
7	3536
12	3300
-1	3208
7	3587
7	3594
7	3606
7	3614
13	3615
7	3616
7	3617
2	3618
2	3588
7	3631
13	3632
7	3633
7	3634
7	3635
33	3648
-1	3666
-1	1113
2	3577
7	3690
7	3691
7	3692
7	3693
2	3663
13	3696
7	3717
12	3718
18	2431
2	3677
-1	3735
2	3739
10	3740
7	3741
2	3720
7	3742
-1	3750
7	3754
7	3773
7	3774
-1	3803
7	3805
10	3758
-1	3767
7	3811
2	3806
7	3818
7	3819
13	3808
2	3382
7	3835
7	3836
7	3839
-1	1938
-1	3002
2	3860
7	3890
7	3906
7	3907
7	3908
7	3920
2	3862
7	3979
10	3952
-1	4002
28	4032
2	4049
-1	4011
7	4063
2	3991
10	4064
7	4066
2	4065
10	4067
7	4079
10	4080
7	4093
7	4102
7	4117
7	4127
20	4113
13	4090
10	3102
27	4206
15	4210
7	4216
7	4221
-1	4251
1	4017
26	4283
1	872
7	4294
-1	4300
-1	4320
16	4274
7	4343
7	4349
-1	2313
-1	4231
2	4364
7	4373
18	4381
-1	4334
13	4219
2	4435
7	4436
7	4446
17	4457
6	3414
-1	3242
-1	4482
-1	4434
14	4487
26	3743
7	4498
-1	4424
-1	4217
7	4542
-1	4499
-1	4553
2	4555
6	4601
7	4612
-1	4518
13	4606
7	4640
13	4641
10	4644
8	4461
7	4671
13	4674
-1	3578
-1	4645
10	3425
-1	3504
7	2413
5	4771
7	4772
10	4767
2	4790
7	4799
-1	4511
7	4820
7	4821
-1	4787
7	4826
2	4837
-1	4554
7	4854
-1	4844
-1	3172
12	4859
7	4864
7	4865
-1	2691
7	4877
7	4878
7	4822
6	4861
-1	4883
7	4895
-1	4562
7	4889
7	4972
7	4973
-1	900
31	4942
-1	4709
-1	4983
7	5018
7	5019
7	5024
3	3989
7	5020
7	5043
12	5044
17	5045
28	5056
2	4463
17	5073
7	5090
7	5091
17	4516
7	5095
7	5131
7	5134
7	5135
7	5136
7	5137
7	5140
13	5141
8	5155
2	5156
7	5211
7	5220
7	5229
7	5247
7	5248
-1	5227
10	5236
7	5256
7	5265
7	5274
0	5275
14	5294
7	5351
13	5352
-1	5255
16	4642
7	5412
7	5468
7	5474
23	5475
12	5492
9	1648
7	5502
7	5503
-1	5501
7	5537
7	5538
-1	5553
7	5566
7	5567
7	5579
2	5581
7	5592
7	5600
26	5614
18	3772
-1	1971
18	5619
-1	5596
28	5554
-1	4136
7	5652
7	5653
10	4924
-1	4361
7	5703
17	5700
10	5711
10	5433
7	5717
7	5702
7	5755
7	5756
-1	3427
19	5783
7	5792
21	5777
7	5793
12	3285
7	5815
7	5816
-1	5801
30	5605
2	5832
7	5843
-1	5825
13	5831
10	5854
7	5855
-1	5852
-1	4521
7	5867
7	5868
7	5878
1	5881
7	5885
7	5891
7	5892
7	5894
2	5886
7	5897
7	5890
2	5903
-1	2132
7	5919
10	5920
7	5924
7	5926
7	5927
7	5931
7	5932
7	5933
7	5934
-1	5449
10	5939
-1	5921
2	5948
-1	5928
7	5953
7	5964
7	5979
7	5980
7	5981
-1	5983
13	3479
-1	3804
7	5993
7	5995
7	5992
7	5997
7	5998
13	3992
7	6004
7	6005
-1	37
7	46
-1	500
4	678
7	1228
17	1442
2	1444
7	1748
7	1745
7	1761
-1	1556
7	1821
22	1774
7	1831
7	1835
-1	1893
5	1844
12	2043
1	3450
-1	3593
13	44
1	301
13	811
-1	3018
-1	298
12	787
22	627
22	842
1	176
12	313
2	315
14	318
2	435
3	688
-1	325
-1	735
32	904
32	667
3	404
2	451
12	453
2	5257
5	5103
7	5866
-1	4304
7	5936
-1	3451
23	3583
-1	5712
7	83
7	86
10	105
7	140
18	148
13	147
10	157
-1	163
10	162
7	168
-1	174
12	233
23	357
3	372
-1	265
22	201
7	859
18	150
2	1415
22	1422
-1	1400
1	1436
18	1319
-1	1384
-1	1377
-1	1477
-1	1490
2	1500
17	1507
22	718
-1	1512
2	1633
-1	1591
-1	1885
7	2041
-1	2805
2	3421
34	3463
2	3442
-1	3476
1	2742
-1	4599
-1	4635
7	5974
28	697
-1	2053
7	2452
5	2593
-1	2778
21	2679
-1	2861
-1	1403
22	4214
-1	4611
-1	3278
-1	4833
-1	4649
-1	3714
7	99
-1	1185
32	943
2	659
15	2937
7	94
-1	221
12	316
22	317
2	407
12	300
-1	288
2	503
-1	441
10	487
12	477
7	541
-1	488
-1	520
7	721
-1	770
-1	633
-1	238
-1	273
-1	1094
9	1107
-1	1145
-1	1143
-1	1139
21	1140
-1	1473
-1	3099
-1	3571
-1	3345
25	3160
7	131
-1	412
27	2823
7	172
13	194
13	191
7	205
7	213
10	218
-1	224
-1	214
-1	230
2	208
-1	242
5	244
27	164
13	250
7	252
2	255
10	264
5	276
10	279
2	299
8	229
4	340
13	339
-1	359
10	414
10	519
25	278
12	1046
7	403
2	286
-1	921
2	1411
-1	1368
2	107
-1	2733
7	196
22	496
-1	346
-1	5353
-1	5384
-1	5065
-1	3707
-1	4860
1	3609
-1	4899
7	190
31	499
-1	462
7	712
-1	535
-1	757
-1	576
9	1464
7	1551
23	2049
-1	917
-1	2297
7	5844
7	253
2	940
7	106
-1	2903
-1	5146
7	5861
-1	5827
-1	3897
-1	4179
-1	1719
7	893
2	1164
12	558
7	1501
7	103
12	454
-1	1271
-1	781
32	3087
-1	4198
13	1050
7	1184
26	1354
2	1519
2	2138
27	2529
7	3026
6	448
-1	1947
7	5496
-1	2013
-1	3640
0	5527
-1	1735
10	5534
12	1202
-1	5157
7	5542
7	5593
-1	5624
17	5884
-1	3470
7	5944
2	4437
13	127
2	169
14	181
-1	767
7	852
13	158
-1	295
31	691
22	1066
-1	1043
-1	1207
6	1292
-1	1340
2	4101
-1	1764
-1	4253
-1	3971
7	924
7	187
7	303
7	355
10	1293
-1	1845
2	1968
-1	1956
-1	2090
-1	1543
-1	2683
-1	2682
-1	2680
-1	2684
-1	2657
-1	3025
2	2564
-1	3314
-1	2017
7	3636
7	3994
-1	395
0	4275
-1	4350
-1	4281
-1	4406
-1	4584
-1	3903
-1	2848
12	5574
13	5604
-1	5654
-1	3444
-1	5629
-1	5528
-1	5965
2	389
2	1572
2	275
22	497
-1	2318
7	998
7	170
12	183
22	1068
2	774
-1	1743
22	4597
-1	366
-1	408
1	526
22	661
22	653
2	720
13	743
-1	820
1	805
-1	896
6	1073
-1	1239
2	3817
1	3922
-1	4026
31	3915
-1	3986
32	4174
35	4169
7	182
7	388
12	409
-1	1499
2	5260
-1	1267
7	154
12	236
1	532
31	1008
12	3852
-1	452
-1	530
2	211
-1	3611
-1	700
-1	714
12	994
-1	1873
4	1779
-1	2437
-1	3229
-1	3000
-1	3023
7	220
1	812
-1	1948
2	515
7	1049
2	1051
18	1040
7	1182
-1	1647
10	1758
7	1770
13	1772
10	1789
-1	3669
-1	3801
7	445
2	2406
-1	3512
7	580
2	581
-1	585
7	600
7	601
7	602
7	611
7	622
2	663
34	2724
-1	1636
2	1660
35	1662
7	1783
-1	1725
7	624
-1	1850
-1	5569
1	5982
7	5991
2	1291
10	5676
2	457
-1	443
2	544
8	501
-1	394
12	559
-1	262
22	586
-1	608
2	702
-1	967
13	959
12	623
7	237
2	292
11	321
7	289
12	377
2	638
7	704
7	759
7	785
7	825
7	807
-1	984
13	1518
1	2091
18	1301
7	2092
2	1170
7	2151
-1	2054
7	2184
2	2032
7	2197
2	2162
-1	2590
2	645
11	3391
2	3730
7	4096
2	3101
6	4478
-1	1092
22	769
12	1168
6	1286
10	1476
29	1510
2	2499
2	2562
4	4525
-1	4204
2	307
24	907
7	843
12	818
22	902
7	1070
23	1119
7	1126
1	1048
18	1375
-1	2306
22	2501
2	1247
18	716
-1	216
-1	495
1	432
22	1064
3	3898
7	290
7	434
1	1864
-1	2178
27	3957
-1	4459
7	5092
13	5142
-1	3656
2	5422
-1	5472
17	2336
15	5707
13	652
-1	846
18	507
12	259
27	514
-1	1529
5	590
2	1069
-1	925
2	850
7	2368
24	768
-1	2934
-1	3013
10	3338
-1	3309
10	3406
-1	3381
10	3671
-1	4078
10	4246
17	4247
13	4613
8	4416
10	4960
25	3713
17	5882
7	1123
22	348
12	406
7	607
2	934
18	2073
26	2879
-1	578
2	629
-1	978
2	1296
-1	402
-1	1302
2	1942
22	2309
17	2758
-1	2878
12	2811
-1	2795
12	478
7	1343
7	291
7	323
7	349
7	367
2	764
7	772
7	808
2	817
10	692
2	849
7	287
22	428
-1	469
-1	1736
-1	2494
7	3149
35	3824
14	4579
7	334
7	338
7	336
12	392
7	400
7	333
7	341
1	332
7	369
7	376
7	373
7	420
7	422
7	337
7	381
7	362
7	364
2	331
7	413
2	360
7	335
7	426
7	343
2	277
7	344
7	951
2	562
-1	475
7	668
2	674
-1	628
10	582
-1	502
-1	1001
12	763
7	1177
7	327
-1	2040
-1	2113
5	610
13	681
12	782
7	783
7	813
0	1174
2	1115
2	1183
12	2143
7	737
7	281
8	1456
7	1491
7	1493
10	1531
-1	3815
1	4405
-1	5175
-1	4840
7	5254
25	5298
-1	3630
-1	5259
7	5307
7	5308
2	4362
7	5253
-1	4131
7	305
7	306
22	508
23	479
2	854
7	860
2	865
-1	920
7	985
7	1091
7	531
7	613
1	617
12	437
7	485
7	615
1	557
3	701
18	847
-1	929
13	1704
10	2051
-1	2085
8	841
19	2098
-1	2135
13	2083
7	2301
0	2274
7	2330
31	1751
-1	2255
-1	2257
10	2369
-1	1584
-1	2249
7	2417
-1	2233
-1	1612
-1	1670
25	2415
-1	2636
23	2581
8	2808
-1	2688
-1	1819
-1	2485
-1	1905
-1	2351
-1	4098
-1	4519
2	553
7	382
7	1155
13	1308
10	1862
20	1917
23	1065
-1	3653
2	670
7	671
2	690
12	730
22	1176
7	329
7	379
7	1854
2	790
-1	1272
7	398
-1	870
-1	988
2	1121
7	1409
2	589
27	433
2	876
27	1200
17	1609
-1	2243
23	1994
2	2400
19	3534
-1	1502
12	4366
-1	3820
-1	4605
13	4887
7	370
7	504
7	524
1	3807
7	385
2	525
7	450
7	1364
6	2639
-1	3621
-1	4524
-1	4279
7	4639
22	459
2	676
-1	802
7	482
12	517
7	1102
-1	4122
7	596
2	728
2	1346
7	391
-1	561
2	863
2	4157
33	2056
22	4249
1	2480
7	2493
-1	4686
-1	4682
-1	4681
-1	4683
-1	4680
-1	4688
-1	4679
-1	4675
-1	4673
-1	4668
2	3477
13	542
1	961
7	1150
7	1151
12	1190
2	470
7	471
7	766
2	572
7	2445
2	2904
7	3279
4	2289
7	888
2	930
7	529
8	509
6	463
2	595
7	682
18	2002
-1	3513
-1	3136
7	430
2	560
-1	853
2	660
4	972
7	3737
-1	4107
7	1489
7	456
7	575
2	819
7	936
2	889
3	885
7	1148
2	444
2	1214
17	2081
12	3540
7	1250
7	1035
-1	577
-1	1100
12	1270
7	1297
-1	1322
-1	4004
2	1931
13	1036
-1	962
2	756
7	552
7	694
7	2084
-1	1290
-1	566
-1	1252
-1	1332
7	1351
22	1401
15	1402
7	1416
7	1423
7	1429
7	1430
7	711
7	731
7	483
7	474
7	675
7	461
-1	1198
-1	1773
-1	1840
13	793
-1	1005
12	1475
-1	760
2	874
24	755
22	799
12	926
2	1042
12	3823
7	916
-1	824
12	1063
2	2970
-1	2343
13	3258
-1	3341
-1	3892
10	4486
13	4492
10	4544
-1	4666
-1	4531
-1	4546
-1	4654
-1	4661
2	4591
-1	5612
-1	5667
-1	5413
-1	5822
7	603
7	789
7	1058
2	845
7	1120
-1	4284
2	987
-1	1026
10	1006
2	980
7	1101
7	1108
2	1116
7	1117
10	1114
2	1300
-1	1611
-1	2561
18	2770
2	2888
-1	3182
18	4392
2	3667
22	835
12	1110
12	597
12	1826
8	1191
10	4823
17	4824
-1	554
2	649
-1	1104
8	512
7	543
7	2354
2	2287
10	510
10	513
22	1358
2	549
2	555
2	556
7	1161
7	796
7	918
22	1258
-1	726
8	1700
22	4086
-1	536
7	631
3	689
2	879
-1	1013
1	1438
2	1827
33	1357
2	1867
-1	1876
13	1889
7	1891
-1	1896
7	1903
7	1914
-1	2409
2	2211
25	2251
7	2743
28	2868
-1	2901
-1	2201
-1	3237
28	3769
10	3996
-1	3980
-1	3715
7	4292
-1	4119
4	2396
-1	3660
2	5153
21	5396
-1	4694
-1	5576
-1	5529
-1	3531
22	5570
-1	5028
18	587
26	2119
2	833
2	897
12	1165
22	1310
13	3251
2	727
7	736
12	724
7	890
18	1020
2	1132
7	1157
2	1181
12	1263
7	1283
2	1687
22	913
-1	1576
18	851
16	1820
28	1554
-1	1911
7	2360
-1	2880
-1	4038
12	834
7	1303
1	1799
2	3031
12	1327
7	806
12	762
2	1371
2	828
7	1072
10	1421
10	1496
7	1567
13	1179
2	1630
17	2134
-1	2127
-1	2281
2	2403
10	3262
7	4408
-1	2565
8	4969
-1	5450
-1	5440
-1	5559
-1	5613
-1	1154
7	970
2	877
13	1342
10	1479
7	1632
2	1637
19	1880
18	1892
-1	1872
7	1895
13	1988
-1	1997
2	2099
-1	2155
35	2349
-1	2475
24	2535
0	2537
7	2586
-1	2585
7	2627
12	2630
25	2159
-1	2693
22	2891
12	3396
12	3388
-1	3195
15	3511
-1	3590
-1	3926
20	3841
-1	4353
7	4428
-1	2472
-1	4925
-1	2195
-1	4295
7	5008
-1	3725
18	4945
13	5030
7	5040
2	5094
7	5187
-1	5969
7	5987
-1	2262
1	911
18	2102
-1	2399
-1	2728
7	1000
2	1012
7	4040
2	839
7	914
7	1254
12	1231
6	564
-1	570
-1	598
2	3226
7	3622
7	604
7	740
7	565
22	583
26	571
18	573
2	574
2	669
7	683
7	646
3	707
7	761
7	657
7	816
7	1146
23	1159
7	1169
18	673
2	1236
3	641
12	2788
2	1213
2	1461
7	1559
12	708
7	684
7	3975
2	4202
-1	1028
13	588
10	637
-1	3904
-1	3928
15	5784
7	719
7	599
7	609
2	614
-1	2219
-1	642
2	665
-1	922
2	977
7	1304
5	1315
2	991
-1	4732
-1	4875
-1	3910
7	698
2	1025
10	1076
11	3380
13	867
2	1193
7	679
2	1067
7	999
23	1019
7	1233
7	745
7	803
22	1147
12	957
18	1227
18	1243
-1	1244
22	1269
7	636
2	1279
7	1372
10	2443
13	2444
7	2460
7	706
2	815
32	953
-1	5403
7	648
7	1189
7	738
7	1545
7	662
13	1262
7	1347
17	1443
2	3749
12	685
7	717
7	754
23	1062
7	693
-1	722
7	746
7	750
7	821
7	855
1	866
-1	928
-1	1713
7	3855
8	2860
-1	3738
7	3874
30	3875
22	822
2	837
7	955
7	831
2	696
7	883
7	752
18	2486
7	3840
12	715
2	1324
-1	827
7	1031
1	1133
1	1130
7	4386
2	4412
-1	4893
-1	2892
22	5046
7	971
7	1103
7	723
27	875
7	974
7	990
7	1138
10	880
-1	1078
2	986
-1	3119
7	993
12	734
7	747
2	748
7	749
2	778
7	809
7	895
22	899
12	912
23	1037
34	2346
-1	3797
7	4010
2	1057
22	1074
7	739
7	1158
7	810
2	973
7	1007
12	798
7	840
7	989
7	996
12	1934
12	794
7	797
7	800
12	954
2	1186
7	933
12	1196
7	771
13	915
0	927
2	968
7	965
2	1023
-1	2898
12	776
2	844
7	1029
7	1124
7	1156
7	1235
10	1344
7	1407
2	1410
7	1425
7	1203
7	1454
7	1503
22	1504
8	1550
10	1573
7	1602
7	1592
2	1635
-1	1669
6	1465
7	1717
-1	1792
12	1014
12	1105
7	1075
22	1084
-1	1843
7	814
27	1325
5	1379
13	1127
12	4454
12	830
7	949
7	947
7	969
7	1077
10	1131
10	886
7	901
7	1111
7	4109
7	2078
22	2146
-1	2284
10	826
7	1015
10	898
2	1253
2	942
13	997
7	848
12	864
7	868
7	956
2	960
2	857
12	1009
10	1024
7	1027
7	1032
7	1033
7	1047
10	1060
22	958
2	1180
8	1192
7	1742
22	995
7	858
7	3174
-1	5525
12	2582
2	869
12	871
7	884
2	1099
7	1125
7	1256
10	1282
2	1385
10	1392
7	1870
30	1888
-1	3197
7	5805
-1	1756
7	1038
12	2945
34	3665
7	1643
7	4979
7	4984
23	903
7	909
7	919
2	939
10	932
7	1016
7	1017
7	992
10	1093
10	1106
7	1326
7	952
12	1021
7	1175
2	1054
7	1399
7	1122
7	1309
7	1311
7	1061
2	1199
6	1275
7	1424
33	1521
2	2200
13	2199
13	1940
-1	2311
2	946
2	938
7	1109
7	1232
7	1285
7	944
7	966
7	1374
7	1435
27	982
2	1307
7	1313
7	1240
2	981
7	979
2	1004
7	983
11	2305
19	2377
7	5356
13	5287
7	1153
-1	1520
-1	1535
7	1578
2	1600
